nome_distrito;dengue_diagnosis;ano;mes;chave;precipitacao (mm);temperatura (°C);umidade ar (%);densidade_demografica;t-1;t-2;t-3;precipitacao (mm)-1;temperatura (°C)-1;umidade ar (%)-1;cod_distrito
NORTE;57;2019;3;-161099365590572010320193;80.2;22.99;78.65;3176.84;3;1;0;95.8;24.58;76.44;-1610993655905720103
NORTE;186;2019;4;-161099365590572010320194;238.0;21.8;85.52;3176.84;57;3;1;80.2;22.99;78.65;-1610993655905720103
NORTE;269;2019;5;-161099365590572010320195;250.6;19.06;90.15;3176.84;186;57;3;238.0;21.8;85.52;-1610993655905720103
NORTE;82;2019;6;-161099365590572010320196;67.8;18.47;79.23;3176.84;269;186;57;250.6;19.06;90.15;-1610993655905720103
NORTE;19;2019;7;-161099365590572010320197;134.2;13.65;80.61;3176.84;82;269;186;67.8;18.47;79.23;-1610993655905720103
NORTE;6;2019;8;-161099365590572010320198;79.4;15.57;74.54;3176.84;19;82;269;134.2;13.65;80.61;-1610993655905720103
NORTE;2;2019;9;-161099365590572010320199;90.8;16.91;76.06;3176.84;6;19;82;79.4;15.57;74.54;-1610993655905720103
NORTE;4;2019;10;-1610993655905720103201910;277.0;20.59;78.76;3176.84;2;6;19;90.8;16.91;76.06;-1610993655905720103
NORTE;7;2019;11;-1610993655905720103201911;91.2;22.24;73.57;3176.84;4;2;6;277.0;20.59;78.76;-1610993655905720103
NORTE;3;2019;12;-1610993655905720103201912;19.2;24.81;61.11;3176.84;7;4;2;91.2;22.24;73.57;-1610993655905720103
NORTE;7;2020;1;-161099365590572010320201;81.6;25.32;70.41;3176.84;3;7;4;19.2;24.81;61.11;-1610993655905720103
NORTE;5;2020;2;-161099365590572010320202;83.0;24.81;68.1;3176.84;7;3;7;81.6;25.32;70.41;-1610993655905720103
NORTE;1;2020;3;-161099365590572010320203;23.4;24.48;71.13;3176.84;5;7;3;83.0;24.81;68.1;-1610993655905720103
NORTE;0;2020;4;-161099365590572010320204;30.8;20.44;70.94;3176.84;1;5;7;23.4;24.48;71.13;-1610993655905720103
NORTE;1;2020;5;-161099365590572010320205;132.2;16.83;74.98;3176.84;0;1;5;30.8;20.44;70.94;-1610993655905720103
NORTE;0;2020;6;-161099365590572010320206;235.2;16.45;79.76;3176.84;1;0;1;132.2;16.83;74.98;-1610993655905720103
NORTE;0;2020;7;-161099365590572010320207;262.0;13.73;78.43;3176.84;0;1;0;235.2;16.45;79.76;-1610993655905720103
NORTE;0;2020;8;-161099365590572010320208;78.4;16.1;75.38;3176.84;0;0;1;262.0;13.73;78.43;-1610993655905720103
NORTE;0;2020;9;-161099365590572010320209;230.2;16.87;81.81;3176.84;0;0;0;78.4;16.1;75.38;-1610993655905720103
NORTE;1;2020;10;-1610993655905720103202010;97.0;19.36;76.87;3176.84;0;0;0;230.2;16.87;81.81;-1610993655905720103
NORTE;2;2020;11;-1610993655905720103202011;52.4;21.7;72.57;3176.84;1;0;0;97.0;19.36;76.87;-1610993655905720103
NORTE;0;2020;12;-1610993655905720103202012;104.4;23.86;71.45;3176.84;2;1;0;52.4;21.7;72.57;-1610993655905720103
NORTE;0;2021;1;-161099365590572010320211;129.0;24.93;70.98;3176.84;0;2;1;104.4;23.86;71.45;-1610993655905720103
NORTE;0;2021;2;-161099365590572010320212;30.2;24.56;72.08;3176.84;0;0;2;129.0;24.93;70.98;-1610993655905720103
NORTE;1;2021;3;-161099365590572010320213;79.2;23.69;77.53;3176.84;0;0;0;30.2;24.56;72.08;-1610993655905720103
NORTE;1;2021;4;-161099365590572010320214;27.0;21.77;71.68;3176.84;1;0;0;79.2;23.69;77.53;-1610993655905720103
NORTE;5;2021;5;-161099365590572010320215;164.8;15.51;76.38;3176.84;1;1;0;27.0;21.77;71.68;-1610993655905720103
NORTE;0;2021;6;-161099365590572010320216;173.2;14.38;81.87;3176.84;5;1;1;164.8;15.51;76.38;-1610993655905720103
NORTE;1;2021;7;-161099365590572010320217;46.6;13.59;77.22;3176.84;0;5;1;173.2;14.38;81.87;-1610993655905720103
NORTE;0;2021;8;-161099365590572010320218;135.0;16.54;80.21;3176.84;1;0;5;46.6;13.59;77.22;-1610993655905720103
NORTE;0;2021;9;-161099365590572010320219;202.2;18.21;79.4;3176.84;0;1;0;135.0;16.54;80.21;-1610993655905720103
NORTE;0;2021;10;-1610993655905720103202110;60.4;19.68;71.96;3176.84;0;0;1;202.2;18.21;79.4;-1610993655905720103
NORTE;0;2021;11;-1610993655905720103202111;85.0;21.9;69.75;3176.84;0;0;0;60.4;19.68;71.96;-1610993655905720103
NORTE;1;2021;12;-1610993655905720103202112;88.4;23.12;72.17;3176.84;0;0;0;85.0;21.9;69.75;-1610993655905720103
NORTE;1;2022;1;-161099365590572010320221;195.2;26.21;71.14;3176.84;1;0;0;88.4;23.12;72.17;-1610993655905720103
NORTE;3;2022;2;-161099365590572010320222;29.0;25.2;71.01;3176.84;1;1;0;195.2;26.21;71.14;-1610993655905720103
NORTE;28;2022;3;-161099365590572010320223;184.8;22.67;76.84;3176.84;3;1;1;29.0;25.2;71.01;-1610993655905720103
NORTE;130;2022;4;-161099365590572010320224;116.2;19.8;79.07;3176.84;28;3;1;184.8;22.67;76.84;-1610993655905720103
NORTE;82;2022;5;-161099365590572010320225;153.8;15.64;84.43;3176.84;130;28;3;116.2;19.8;79.07;-1610993655905720103
NORTE;17;2022;6;-161099365590572010320226;99.0;13.1;83.77;3176.84;82;130;28;153.8;15.64;84.43;-1610993655905720103
NORTE;16;2022;7;-161099365590572010320227;150.2;16.35;83.82;3176.84;17;82;130;99.0;13.1;83.77;-1610993655905720103
NORTE;2;2022;8;-161099365590572010320228;103.6;15.15;78.73;3176.84;16;17;82;150.2;16.35;83.82;-1610993655905720103
NORTE;3;2022;9;-161099365590572010320229;73.2;16.52;75.62;3176.84;2;16;17;103.6;15.15;78.73;-1610993655905720103
NORTE;1;2022;10;-1610993655905720103202210;96.2;19.02;75.58;3176.84;3;2;16;73.2;16.52;75.62;-1610993655905720103
NORTE;4;2022;11;-1610993655905720103202211;52.2;20.99;70.63;3176.84;1;3;2;96.2;19.02;75.58;-1610993655905720103
NORTE;5;2022;12;-1610993655905720103202212;63.6;23.97;70.19;3176.84;4;1;3;52.2;20.99;70.63;-1610993655905720103
PARTENON;10;2017;1;-773949979081386032720171;194.8;25.37;77.69;8162.18;10;8;3;194.8;25.37;77.69;-7739499790813860327
PARTENON;6;2017;2;-773949979081386032720172;43.0;26.21;77.29;8162.18;10;10;8;194.8;25.37;77.69;-7739499790813860327
PARTENON;6;2017;3;-773949979081386032720173;162.2;23.32;78.28;8162.18;6;10;10;43.0;26.21;77.29;-7739499790813860327
PARTENON;0;2017;4;-773949979081386032720174;113.0;20.35;78.93;8162.18;6;6;10;162.2;23.32;78.28;-7739499790813860327
PARTENON;2;2017;5;-773949979081386032720175;179.8;18.44;86.78;8162.18;0;6;6;113.0;20.35;78.93;-7739499790813860327
PARTENON;0;2017;6;-773949979081386032720176;197.0;16.14;84.48;8162.18;2;0;6;179.8;18.44;86.78;-7739499790813860327
PARTENON;0;2017;7;-773949979081386032720177;17.0;16.8;75.65;8162.18;0;2;0;197.0;16.14;84.48;-7739499790813860327
PARTENON;1;2017;8;-773949979081386032720178;104.4;17.48;80.06;8162.18;0;0;2;17.0;16.8;75.65;-7739499790813860327
PARTENON;1;2017;9;-773949979081386032720179;166.4;20.31;81.49;8162.18;1;0;0;104.4;17.48;80.06;-7739499790813860327
PARTENON;0;2017;10;-7739499790813860327201710;289.8;20.0;78.24;8162.18;1;1;0;166.4;20.31;81.49;-7739499790813860327
PARTENON;2;2017;11;-7739499790813860327201711;136.0;20.72;73.89;8162.18;0;1;1;289.8;20.0;78.24;-7739499790813860327
PARTENON;2;2017;12;-7739499790813860327201712;153.2;23.86;76.55;8162.18;2;0;1;136.0;20.72;73.89;-7739499790813860327
PARTENON;4;2018;1;-773949979081386032720181;149.8;24.55;77.28;8162.18;2;2;0;153.2;23.86;76.55;-7739499790813860327
PARTENON;1;2018;2;-773949979081386032720182;110.4;23.78;77.16;8162.18;4;2;2;149.8;24.55;77.28;-7739499790813860327
PARTENON;5;2018;3;-773949979081386032720183;116.6;22.99;79.94;8162.18;1;4;2;110.4;23.78;77.16;-7739499790813860327
PARTENON;0;2018;4;-773949979081386032720184;88.8;23.14;81.22;8162.18;5;1;4;116.6;22.99;79.94;-7739499790813860327
PARTENON;1;2018;5;-773949979081386032720185;91.8;18.05;82.33;8162.18;0;5;1;88.8;23.14;81.22;-7739499790813860327
PARTENON;2;2018;6;-773949979081386032720186;145.2;13.28;86.15;8162.18;1;0;5;91.8;18.05;82.33;-7739499790813860327
PARTENON;0;2018;7;-773949979081386032720187;167.6;14.52;87.67;8162.18;2;1;0;145.2;13.28;86.15;-7739499790813860327
PARTENON;0;2018;8;-773949979081386032720188;147.2;14.08;82.36;8162.18;0;2;1;167.6;14.52;87.67;-7739499790813860327
PARTENON;0;2018;9;-773949979081386032720189;147.0;19.11;83.8;8162.18;0;0;2;147.2;14.08;82.36;-7739499790813860327
PARTENON;1;2018;10;-7739499790813860327201810;91.6;20.03;77.69;8162.18;0;0;0;147.0;19.11;83.8;-7739499790813860327
PARTENON;1;2018;11;-7739499790813860327201811;129.2;22.58;74.61;8162.18;1;0;0;91.6;20.03;77.69;-7739499790813860327
PARTENON;0;2018;12;-7739499790813860327201812;61.4;23.98;73.18;8162.18;1;1;0;129.2;22.58;74.61;-7739499790813860327
PARTENON;2;2019;1;-773949979081386032720191;117.6;26.66;77.85;8162.18;0;1;1;61.4;23.98;73.18;-7739499790813860327
PARTENON;2;2019;2;-773949979081386032720192;95.8;24.58;76.44;8162.18;2;0;1;117.6;26.66;77.85;-7739499790813860327
PARTENON;9;2019;3;-773949979081386032720193;80.2;22.99;78.65;8162.18;2;2;0;95.8;24.58;76.44;-7739499790813860327
PARTENON;5;2019;4;-773949979081386032720194;238.0;21.8;85.52;8162.18;9;2;2;80.2;22.99;78.65;-7739499790813860327
PARTENON;15;2019;5;-773949979081386032720195;250.6;19.06;90.15;8162.18;5;9;2;238.0;21.8;85.52;-7739499790813860327
PARTENON;9;2019;6;-773949979081386032720196;67.8;18.47;79.23;8162.18;15;5;9;250.6;19.06;90.15;-7739499790813860327
PARTENON;4;2019;7;-773949979081386032720197;134.2;13.65;80.61;8162.18;9;15;5;67.8;18.47;79.23;-7739499790813860327
PARTENON;4;2019;8;-773949979081386032720198;79.4;15.57;74.54;8162.18;4;9;15;134.2;13.65;80.61;-7739499790813860327
PARTENON;1;2019;9;-773949979081386032720199;90.8;16.91;76.06;8162.18;4;4;9;79.4;15.57;74.54;-7739499790813860327
PARTENON;0;2019;10;-7739499790813860327201910;277.0;20.59;78.76;8162.18;1;4;4;90.8;16.91;76.06;-7739499790813860327
PARTENON;0;2019;11;-7739499790813860327201911;91.2;22.24;73.57;8162.18;0;1;4;277.0;20.59;78.76;-7739499790813860327
PARTENON;3;2019;12;-7739499790813860327201912;19.2;24.81;61.11;8162.18;0;0;1;91.2;22.24;73.57;-7739499790813860327
PARTENON;6;2020;1;-773949979081386032720201;81.6;25.32;70.41;8162.18;3;0;0;19.2;24.81;61.11;-7739499790813860327
PARTENON;3;2020;2;-773949979081386032720202;83.0;24.81;68.1;8162.18;6;3;0;81.6;25.32;70.41;-7739499790813860327
PARTENON;1;2020;3;-773949979081386032720203;23.4;24.48;71.13;8162.18;3;6;3;83.0;24.81;68.1;-7739499790813860327
PARTENON;3;2020;4;-773949979081386032720204;30.8;20.44;70.94;8162.18;1;3;6;23.4;24.48;71.13;-7739499790813860327
PARTENON;0;2020;5;-773949979081386032720205;132.2;16.83;74.98;8162.18;3;1;3;30.8;20.44;70.94;-7739499790813860327
PARTENON;1;2020;6;-773949979081386032720206;235.2;16.45;79.76;8162.18;0;3;1;132.2;16.83;74.98;-7739499790813860327
PARTENON;1;2020;7;-773949979081386032720207;262.0;13.73;78.43;8162.18;1;0;3;235.2;16.45;79.76;-7739499790813860327
PARTENON;0;2020;8;-773949979081386032720208;78.4;16.1;75.38;8162.18;1;1;0;262.0;13.73;78.43;-7739499790813860327
PARTENON;0;2020;9;-773949979081386032720209;230.2;16.87;81.81;8162.18;0;1;1;78.4;16.1;75.38;-7739499790813860327
PARTENON;0;2020;10;-7739499790813860327202010;97.0;19.36;76.87;8162.18;0;0;1;230.2;16.87;81.81;-7739499790813860327
PARTENON;0;2020;11;-7739499790813860327202011;52.4;21.7;72.57;8162.18;0;0;0;97.0;19.36;76.87;-7739499790813860327
PARTENON;1;2020;12;-7739499790813860327202012;104.4;23.86;71.45;8162.18;0;0;0;52.4;21.7;72.57;-7739499790813860327
PARTENON;2;2021;1;-773949979081386032720211;129.0;24.93;70.98;8162.18;1;0;0;104.4;23.86;71.45;-7739499790813860327
PARTENON;3;2021;2;-773949979081386032720212;30.2;24.56;72.08;8162.18;2;1;0;129.0;24.93;70.98;-7739499790813860327
PARTENON;0;2021;3;-773949979081386032720213;79.2;23.69;77.53;8162.18;3;2;1;30.2;24.56;72.08;-7739499790813860327
PARTENON;26;2021;4;-773949979081386032720214;27.0;21.77;71.68;8162.18;0;3;2;79.2;23.69;77.53;-7739499790813860327
PARTENON;9;2021;5;-773949979081386032720215;164.8;15.51;76.38;8162.18;26;0;3;27.0;21.77;71.68;-7739499790813860327
PARTENON;0;2021;6;-773949979081386032720216;173.2;14.38;81.87;8162.18;9;26;0;164.8;15.51;76.38;-7739499790813860327
PARTENON;0;2021;7;-773949979081386032720217;46.6;13.59;77.22;8162.18;0;9;26;173.2;14.38;81.87;-7739499790813860327
PARTENON;0;2021;8;-773949979081386032720218;135.0;16.54;80.21;8162.18;0;0;9;46.6;13.59;77.22;-7739499790813860327
PARTENON;0;2021;9;-773949979081386032720219;202.2;18.21;79.4;8162.18;0;0;0;135.0;16.54;80.21;-7739499790813860327
PARTENON;1;2021;10;-7739499790813860327202110;60.4;19.68;71.96;8162.18;0;0;0;202.2;18.21;79.4;-7739499790813860327
PARTENON;1;2021;11;-7739499790813860327202111;85.0;21.9;69.75;8162.18;1;0;0;60.4;19.68;71.96;-7739499790813860327
PARTENON;0;2021;12;-7739499790813860327202112;88.4;23.12;72.17;8162.18;1;1;0;85.0;21.9;69.75;-7739499790813860327
PARTENON;0;2022;1;-773949979081386032720221;195.2;26.21;71.14;8162.18;0;1;1;88.4;23.12;72.17;-7739499790813860327
PARTENON;8;2022;2;-773949979081386032720222;29.0;25.2;71.01;8162.18;0;0;1;195.2;26.21;71.14;-7739499790813860327
PARTENON;145;2022;3;-773949979081386032720223;184.8;22.67;76.84;8162.18;8;0;0;29.0;25.2;71.01;-7739499790813860327
PARTENON;386;2022;4;-773949979081386032720224;116.2;19.8;79.07;8162.18;145;8;0;184.8;22.67;76.84;-7739499790813860327
PARTENON;125;2022;5;-773949979081386032720225;153.8;15.64;84.43;8162.18;386;145;8;116.2;19.8;79.07;-7739499790813860327
PARTENON;27;2022;6;-773949979081386032720226;99.0;13.1;83.77;8162.18;125;386;145;153.8;15.64;84.43;-7739499790813860327
PARTENON;44;2022;7;-773949979081386032720227;150.2;16.35;83.82;8162.18;27;125;386;99.0;13.1;83.77;-7739499790813860327
PARTENON;7;2022;8;-773949979081386032720228;103.6;15.15;78.73;8162.18;44;27;125;150.2;16.35;83.82;-7739499790813860327
PARTENON;1;2022;9;-773949979081386032720229;73.2;16.52;75.62;8162.18;7;44;27;103.6;15.15;78.73;-7739499790813860327
PARTENON;3;2022;10;-7739499790813860327202210;96.2;19.02;75.58;8162.18;1;7;44;73.2;16.52;75.62;-7739499790813860327
PARTENON;8;2022;11;-7739499790813860327202211;52.2;20.99;70.63;8162.18;3;1;7;96.2;19.02;75.58;-7739499790813860327
PARTENON;3;2022;12;-7739499790813860327202212;63.6;23.97;70.19;8162.18;8;3;1;52.2;20.99;70.63;-7739499790813860327
RESTINGA;2;2017;1;-868188818841624059320171;194.8;25.37;77.69;1574.92;2;0;2;194.8;25.37;77.69;-8681888188416240593
RESTINGA;0;2017;2;-868188818841624059320172;43.0;26.21;77.29;1574.92;2;2;0;194.8;25.37;77.69;-8681888188416240593
RESTINGA;4;2017;3;-868188818841624059320173;162.2;23.32;78.28;1574.92;0;2;2;43.0;26.21;77.29;-8681888188416240593
RESTINGA;2;2017;4;-868188818841624059320174;113.0;20.35;78.93;1574.92;4;0;2;162.2;23.32;78.28;-8681888188416240593
RESTINGA;3;2017;5;-868188818841624059320175;179.8;18.44;86.78;1574.92;2;4;0;113.0;20.35;78.93;-8681888188416240593
RESTINGA;0;2017;6;-868188818841624059320176;197.0;16.14;84.48;1574.92;3;2;4;179.8;18.44;86.78;-8681888188416240593
RESTINGA;0;2017;7;-868188818841624059320177;17.0;16.8;75.65;1574.92;0;3;2;197.0;16.14;84.48;-8681888188416240593
RESTINGA;1;2017;8;-868188818841624059320178;104.4;17.48;80.06;1574.92;0;0;3;17.0;16.8;75.65;-8681888188416240593
RESTINGA;0;2017;9;-868188818841624059320179;166.4;20.31;81.49;1574.92;1;0;0;104.4;17.48;80.06;-8681888188416240593
RESTINGA;1;2017;10;-8681888188416240593201710;289.8;20.0;78.24;1574.92;0;1;0;166.4;20.31;81.49;-8681888188416240593
RESTINGA;0;2017;11;-8681888188416240593201711;136.0;20.72;73.89;1574.92;1;0;1;289.8;20.0;78.24;-8681888188416240593
RESTINGA;1;2017;12;-8681888188416240593201712;153.2;23.86;76.55;1574.92;0;1;0;136.0;20.72;73.89;-8681888188416240593
RESTINGA;2;2018;1;-868188818841624059320181;149.8;24.55;77.28;1574.92;1;0;1;153.2;23.86;76.55;-8681888188416240593
RESTINGA;1;2018;2;-868188818841624059320182;110.4;23.78;77.16;1574.92;2;1;0;149.8;24.55;77.28;-8681888188416240593
RESTINGA;1;2018;3;-868188818841624059320183;116.6;22.99;79.94;1574.92;1;2;1;110.4;23.78;77.16;-8681888188416240593
RESTINGA;2;2018;4;-868188818841624059320184;88.8;23.14;81.22;1574.92;1;1;2;116.6;22.99;79.94;-8681888188416240593
RESTINGA;0;2018;5;-868188818841624059320185;91.8;18.05;82.33;1574.92;2;1;1;88.8;23.14;81.22;-8681888188416240593
RESTINGA;0;2018;6;-868188818841624059320186;145.2;13.28;86.15;1574.92;0;2;1;91.8;18.05;82.33;-8681888188416240593
RESTINGA;0;2018;7;-868188818841624059320187;167.6;14.52;87.67;1574.92;0;0;2;145.2;13.28;86.15;-8681888188416240593
RESTINGA;0;2018;8;-868188818841624059320188;147.2;14.08;82.36;1574.92;0;0;0;167.6;14.52;87.67;-8681888188416240593
RESTINGA;0;2018;9;-868188818841624059320189;147.0;19.11;83.8;1574.92;0;0;0;147.2;14.08;82.36;-8681888188416240593
RESTINGA;0;2018;10;-8681888188416240593201810;91.6;20.03;77.69;1574.92;0;0;0;147.0;19.11;83.8;-8681888188416240593
RESTINGA;0;2018;11;-8681888188416240593201811;129.2;22.58;74.61;1574.92;0;0;0;91.6;20.03;77.69;-8681888188416240593
RESTINGA;0;2018;12;-8681888188416240593201812;61.4;23.98;73.18;1574.92;0;0;0;129.2;22.58;74.61;-8681888188416240593
RESTINGA;1;2019;1;-868188818841624059320191;117.6;26.66;77.85;1574.92;0;0;0;61.4;23.98;73.18;-8681888188416240593
RESTINGA;1;2019;2;-868188818841624059320192;95.8;24.58;76.44;1574.92;1;0;0;117.6;26.66;77.85;-8681888188416240593
RESTINGA;0;2019;3;-868188818841624059320193;80.2;22.99;78.65;1574.92;1;1;0;95.8;24.58;76.44;-8681888188416240593
RESTINGA;2;2019;4;-868188818841624059320194;238.0;21.8;85.52;1574.92;0;1;1;80.2;22.99;78.65;-8681888188416240593
RESTINGA;0;2019;5;-868188818841624059320195;250.6;19.06;90.15;1574.92;2;0;1;238.0;21.8;85.52;-8681888188416240593
RESTINGA;2;2019;6;-868188818841624059320196;67.8;18.47;79.23;1574.92;0;2;0;250.6;19.06;90.15;-8681888188416240593
RESTINGA;0;2019;7;-868188818841624059320197;134.2;13.65;80.61;1574.92;2;0;2;67.8;18.47;79.23;-8681888188416240593
RESTINGA;0;2019;8;-868188818841624059320198;79.4;15.57;74.54;1574.92;0;2;0;134.2;13.65;80.61;-8681888188416240593
RESTINGA;0;2019;9;-868188818841624059320199;90.8;16.91;76.06;1574.92;0;0;2;79.4;15.57;74.54;-8681888188416240593
RESTINGA;0;2019;10;-8681888188416240593201910;277.0;20.59;78.76;1574.92;0;0;0;90.8;16.91;76.06;-8681888188416240593
RESTINGA;0;2019;11;-8681888188416240593201911;91.2;22.24;73.57;1574.92;0;0;0;277.0;20.59;78.76;-8681888188416240593
RESTINGA;1;2019;12;-8681888188416240593201912;19.2;24.81;61.11;1574.92;0;0;0;91.2;22.24;73.57;-8681888188416240593
RESTINGA;0;2020;1;-868188818841624059320201;81.6;25.32;70.41;1574.92;1;0;0;19.2;24.81;61.11;-8681888188416240593
RESTINGA;0;2020;2;-868188818841624059320202;83.0;24.81;68.1;1574.92;0;1;0;81.6;25.32;70.41;-8681888188416240593
RESTINGA;0;2020;3;-868188818841624059320203;23.4;24.48;71.13;1574.92;0;0;1;83.0;24.81;68.1;-8681888188416240593
RESTINGA;0;2020;4;-868188818841624059320204;30.8;20.44;70.94;1574.92;0;0;0;23.4;24.48;71.13;-8681888188416240593
RESTINGA;0;2020;5;-868188818841624059320205;132.2;16.83;74.98;1574.92;0;0;0;30.8;20.44;70.94;-8681888188416240593
RESTINGA;0;2020;6;-868188818841624059320206;235.2;16.45;79.76;1574.92;0;0;0;132.2;16.83;74.98;-8681888188416240593
RESTINGA;0;2020;7;-868188818841624059320207;262.0;13.73;78.43;1574.92;0;0;0;235.2;16.45;79.76;-8681888188416240593
RESTINGA;0;2020;8;-868188818841624059320208;78.4;16.1;75.38;1574.92;0;0;0;262.0;13.73;78.43;-8681888188416240593
RESTINGA;0;2020;9;-868188818841624059320209;230.2;16.87;81.81;1574.92;0;0;0;78.4;16.1;75.38;-8681888188416240593
RESTINGA;0;2020;10;-8681888188416240593202010;97.0;19.36;76.87;1574.92;0;0;0;230.2;16.87;81.81;-8681888188416240593
RESTINGA;0;2020;11;-8681888188416240593202011;52.4;21.7;72.57;1574.92;0;0;0;97.0;19.36;76.87;-8681888188416240593
RESTINGA;0;2020;12;-8681888188416240593202012;104.4;23.86;71.45;1574.92;0;0;0;52.4;21.7;72.57;-8681888188416240593
RESTINGA;1;2021;1;-868188818841624059320211;129.0;24.93;70.98;1574.92;0;0;0;104.4;23.86;71.45;-8681888188416240593
RESTINGA;0;2021;2;-868188818841624059320212;30.2;24.56;72.08;1574.92;1;0;0;129.0;24.93;70.98;-8681888188416240593
RESTINGA;0;2021;3;-868188818841624059320213;79.2;23.69;77.53;1574.92;0;1;0;30.2;24.56;72.08;-8681888188416240593
RESTINGA;0;2021;4;-868188818841624059320214;27.0;21.77;71.68;1574.92;0;0;1;79.2;23.69;77.53;-8681888188416240593
RESTINGA;0;2021;5;-868188818841624059320215;164.8;15.51;76.38;1574.92;0;0;0;27.0;21.77;71.68;-8681888188416240593
RESTINGA;0;2021;6;-868188818841624059320216;173.2;14.38;81.87;1574.92;0;0;0;164.8;15.51;76.38;-8681888188416240593
RESTINGA;0;2021;7;-868188818841624059320217;46.6;13.59;77.22;1574.92;0;0;0;173.2;14.38;81.87;-8681888188416240593
RESTINGA;0;2021;8;-868188818841624059320218;135.0;16.54;80.21;1574.92;0;0;0;46.6;13.59;77.22;-8681888188416240593
RESTINGA;0;2021;9;-868188818841624059320219;202.2;18.21;79.4;1574.92;0;0;0;135.0;16.54;80.21;-8681888188416240593
RESTINGA;0;2021;10;-8681888188416240593202110;60.4;19.68;71.96;1574.92;0;0;0;202.2;18.21;79.4;-8681888188416240593
RESTINGA;0;2021;11;-8681888188416240593202111;85.0;21.9;69.75;1574.92;0;0;0;60.4;19.68;71.96;-8681888188416240593
RESTINGA;1;2021;12;-8681888188416240593202112;88.4;23.12;72.17;1574.92;0;0;0;85.0;21.9;69.75;-8681888188416240593
RESTINGA;0;2022;1;-868188818841624059320221;195.2;26.21;71.14;1574.92;1;0;0;88.4;23.12;72.17;-8681888188416240593
RESTINGA;0;2022;2;-868188818841624059320222;29.0;25.2;71.01;1574.92;0;1;0;195.2;26.21;71.14;-8681888188416240593
RESTINGA;18;2022;3;-868188818841624059320223;184.8;22.67;76.84;1574.92;0;0;1;29.0;25.2;71.01;-8681888188416240593
RESTINGA;56;2022;4;-868188818841624059320224;116.2;19.8;79.07;1574.92;18;0;0;184.8;22.67;76.84;-8681888188416240593
RESTINGA;16;2022;5;-868188818841624059320225;153.8;15.64;84.43;1574.92;56;18;0;116.2;19.8;79.07;-8681888188416240593
RESTINGA;8;2022;6;-868188818841624059320226;99.0;13.1;83.77;1574.92;16;56;18;153.8;15.64;84.43;-8681888188416240593
RESTINGA;4;2022;7;-868188818841624059320227;150.2;16.35;83.82;1574.92;8;16;56;99.0;13.1;83.77;-8681888188416240593
RESTINGA;1;2022;8;-868188818841624059320228;103.6;15.15;78.73;1574.92;4;8;16;150.2;16.35;83.82;-8681888188416240593
RESTINGA;0;2022;9;-868188818841624059320229;73.2;16.52;75.62;1574.92;1;4;8;103.6;15.15;78.73;-8681888188416240593
RESTINGA;2;2022;10;-8681888188416240593202210;96.2;19.02;75.58;1574.92;0;1;4;73.2;16.52;75.62;-8681888188416240593
RESTINGA;0;2022;11;-8681888188416240593202211;52.2;20.99;70.63;1574.92;2;0;1;96.2;19.02;75.58;-8681888188416240593
RESTINGA;1;2022;12;-8681888188416240593202212;63.6;23.97;70.19;1574.92;0;2;0;52.2;20.99;70.63;-8681888188416240593
SUL;12;2017;1;-707497016465571354820171;194.8;25.37;77.69;2802.29;12;4;5;194.8;25.37;77.69;-7074970164655713548
SUL;6;2017;2;-707497016465571354820172;43.0;26.21;77.29;2802.29;12;12;4;194.8;25.37;77.69;-7074970164655713548
SUL;4;2017;3;-707497016465571354820173;162.2;23.32;78.28;2802.29;6;12;12;43.0;26.21;77.29;-7074970164655713548
SUL;5;2017;4;-707497016465571354820174;113.0;20.35;78.93;2802.29;4;6;12;162.2;23.32;78.28;-7074970164655713548
SUL;3;2017;5;-707497016465571354820175;179.8;18.44;86.78;2802.29;5;4;6;113.0;20.35;78.93;-7074970164655713548
SUL;1;2017;6;-707497016465571354820176;197.0;16.14;84.48;2802.29;3;5;4;179.8;18.44;86.78;-7074970164655713548
SUL;1;2017;7;-707497016465571354820177;17.0;16.8;75.65;2802.29;1;3;5;197.0;16.14;84.48;-7074970164655713548
SUL;0;2017;8;-707497016465571354820178;104.4;17.48;80.06;2802.29;1;1;3;17.0;16.8;75.65;-7074970164655713548
SUL;0;2017;9;-707497016465571354820179;166.4;20.31;81.49;2802.29;0;1;1;104.4;17.48;80.06;-7074970164655713548
SUL;0;2017;10;-7074970164655713548201710;289.8;20.0;78.24;2802.29;0;0;1;166.4;20.31;81.49;-7074970164655713548
SUL;2;2017;11;-7074970164655713548201711;136.0;20.72;73.89;2802.29;0;0;0;289.8;20.0;78.24;-7074970164655713548
SUL;1;2017;12;-7074970164655713548201712;153.2;23.86;76.55;2802.29;2;0;0;136.0;20.72;73.89;-7074970164655713548
SUL;1;2018;1;-707497016465571354820181;149.8;24.55;77.28;2802.29;1;2;0;153.2;23.86;76.55;-7074970164655713548
SUL;1;2018;2;-707497016465571354820182;110.4;23.78;77.16;2802.29;1;1;2;149.8;24.55;77.28;-7074970164655713548
SUL;1;2018;3;-707497016465571354820183;116.6;22.99;79.94;2802.29;1;1;1;110.4;23.78;77.16;-7074970164655713548
SUL;2;2018;4;-707497016465571354820184;88.8;23.14;81.22;2802.29;1;1;1;116.6;22.99;79.94;-7074970164655713548
